Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_Count
Cancers,Bad breath,Lethargy,Weight Loss,Lameness,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Lethargy,Lameness,Loss of appetite,Weakness,None,None,None,4
Cancers,Lumps,Lethargy,Lameness,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Swelling,Nasal Discharge,Breathing Difficulty,Weakness,Bloody discharge,None,None,5
Cancers,Swelling,Lethargy,Lameness,Nasal Discharge,Loss of appetite,Weakness,None,6
Cancers,Lethargy,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,None,4
Cancers,Bad breath,Weight Loss,Lameness,Loss of appetite,Breathing Difficulty,None,None,5
Cancers,Lumps,Swelling,Bad breath,Lameness,Breathing Difficulty,None,None,5
Cancers,Lumps,Swelling,Bad breath,Lethargy,Loss of appetite,Bloody discharge,None,6
Cancers,Lethargy,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Swelling,Weight Loss,Loss of appetite,Breathing Difficulty,Weakness,None,6
Cancers,Lumps,Bad breath,Nasal Discharge,Loss of appetite,Breathing Difficulty,Weakness,None,6
Cancers,Bad breath,Weight Loss,Difficulty Urinating,Weakness,None,None,None,4
Cancers,Lumps,Lethargy,Lameness,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Swelling,Bad breath,Lethargy,Weight Loss,Nasal Discharge,Weakness,None,6
Cancers,Bad breath,Weight Loss,Lameness,Breathing Difficulty,None,None,None,4
Cancers,Lumps,Swelling,Bad breath,Nasal Discharge,Difficulty Urinating,None,None,5
Cancers,Swelling,Weight Loss,Nasal Discharge,Difficulty Urinating,Bloody discharge,None,None,5
Cancers,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Swelling,Lethargy,Lameness,Nasal Discharge,Weakness,Bloody discharge,None,6
Cancers,Bad breath,Lethargy,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Lumps,Swelling,Lethargy,Weight Loss,Lameness,None,None,5
Cancers,Lethargy,Weight Loss,Lameness,Nasal Discharge,Breathing Difficulty,Weakness,None,6
Cancers,Lumps,Swelling,Lethargy,Nasal Discharge,Loss of appetite,Bloody discharge,None,6
Cancers,Lumps,Swelling,Bad breath,Lameness,Loss of appetite,Weakness,None,6
Cancers,Bad breath,Lethargy,Weight Loss,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Swelling,Bad breath,Weight Loss,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lethargy,Weight Loss,Breathing Difficulty,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Swelling,Bad breath,Lameness,Difficulty Urinating,None,None,None,4
Cancers,Swelling,Bad breath,Loss of appetite,Weakness,None,None,None,4
Cancers,Lumps,Lethargy,Weight Loss,Nasal Discharge,None,None,None,4
Cancers,Weight Loss,Lameness,Nasal Discharge,Loss of appetite,None,None,None,4
Cancers,Swelling,Bad breath,Lethargy,Weight Loss,Nasal Discharge,None,None,5
Cancers,Lumps,Swelling,Lethargy,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Swelling,Lameness,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lumps,Lethargy,Nasal Discharge,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Lumps,Bad breath,Loss of appetite,Difficulty Urinating,None,None,None,4
Cancers,Lumps,Swelling,Bad breath,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lumps,Weight Loss,Loss of appetite,Difficulty Urinating,None,None,None,4
Cancers,Swelling,Lethargy,Nasal Discharge,Loss of appetite,None,None,None,4
Cancers,Swelling,Bad breath,Lethargy,Weight Loss,Loss of appetite,Difficulty Urinating,None,6
Cancers,Lumps,Bad breath,Weight Loss,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Lethargy,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lumps,Weight Loss,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Swelling,Lethargy,Weight Loss,Lameness,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Lethargy,Weight Loss,Nasal Discharge,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lethargy,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,None,5
Cancers,Lumps,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Bad breath,Lameness,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Lameness,Nasal Discharge,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Lumps,Swelling,Lethargy,Lameness,Nasal Discharge,Difficulty Urinating,None,6
Cancers,Swelling,Lethargy,Lameness,Weakness,Bloody discharge,None,None,5
Cancers,Swelling,Lethargy,Nasal Discharge,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Lethargy,Weight Loss,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Lumps,Weight Loss,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Lethargy,Weight Loss,Loss of appetite,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Bad breath,Lethargy,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Lameness,Loss of appetite,Breathing Difficulty,None,6
Cancers,Lumps,Weight Loss,Lameness,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lumps,Bad breath,Lethargy,Nasal Discharge,Loss of appetite,None,None,5
Cancers,Lumps,Swelling,Weight Loss,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Bad breath,Lameness,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Bad breath,Lameness,Bloody discharge,None,None,None,4
Cancers,Lumps,Weight Loss,Lameness,Difficulty Urinating,Weakness,None,None,5
Cancers,Lumps,Bad breath,Loss of appetite,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Lethargy,Nasal Discharge,Bloody discharge,None,None,None,4
Cancers,Lumps,Bad breath,Lethargy,Lameness,Nasal Discharge,Bloody discharge,None,6
Cancers,Lethargy,Lameness,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lethargy,Weight Loss,Lameness,Nasal Discharge,Bloody discharge,None,None,5
Cancers,Lumps,Lethargy,Lameness,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Bad breath,Weight Loss,Lameness,Bloody discharge,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Breathing Difficulty,Weakness,Bloody discharge,None,6
Cancers,Bad breath,Lethargy,Weight Loss,Loss of appetite,Weakness,Bloody discharge,None,6
Cancers,Lumps,Swelling,Lethargy,Nasal Discharge,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lumps,Lethargy,Weight Loss,Loss of appetite,Difficulty Urinating,None,None,5
Cancers,Lumps,Lethargy,Weight Loss,Lameness,Loss of appetite,None,None,5
Cancers,Bad breath,Lameness,Nasal Discharge,Loss of appetite,Weakness,Bloody discharge,None,6
Cancers,Lumps,Swelling,Weight Loss,Lameness,Breathing Difficulty,Weakness,None,6
Cancers,Bad breath,Lethargy,Weight Loss,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Swelling,Weight Loss,Lameness,Bloody discharge,None,None,None,4
Cancers,Lethargy,Loss of appetite,Difficulty Urinating,Bloody discharge,None,None,None,4
Cancers,Swelling,Weight Loss,Nasal Discharge,Loss of appetite,Weakness,None,None,5
Cancers,Bad breath,Lameness,Nasal Discharge,Breathing Difficulty,None,None,None,4
Cancers,Swelling,Bad breath,Breathing Difficulty,Bloody discharge,None,None,None,4
Cancers,Lumps,Weight Loss,Loss of appetite,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Lethargy,Lameness,Nasal Discharge,Weakness,None,None,5
Cancers,Swelling,Lethargy,Lameness,Difficulty Urinating,Bloody discharge,None,None,5
Cancers,Lethargy,Weight Loss,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lumps,Weight Loss,Lameness,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Bad breath,Lethargy,Nasal Discharge,Loss of appetite,Breathing Difficulty,None,None,5
Cancers,Lumps,Weight Loss,Breathing Difficulty,Bloody discharge,None,None,None,4
Cancers,Swelling,Lethargy,Lameness,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Swelling,Bad breath,Lameness,Bloody discharge,None,None,None,4
Cancers,Lumps,Lethargy,Nasal Discharge,Breathing Difficulty,None,None,None,4
Cancers,Lumps,Swelling,Lethargy,Weight Loss,Breathing Difficulty,Bloody discharge,None,6
Cancers,Lumps,Bad breath,Lethargy,Weight Loss,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Swelling,Bad breath,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Lethargy,Weight Loss,Loss of appetite,Bloody discharge,None,None,None,4
Cancers,Lumps,Swelling,Bad breath,Weight Loss,Nasal Discharge,Bloody discharge,None,6
Cancers,Lethargy,Weight Loss,Loss of appetite,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Lumps,Weight Loss,Nasal Discharge,Weakness,Bloody discharge,None,None,5
Cancers,Swelling,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,None,None,5
Cancers,Lumps,Bad breath,Nasal Discharge,Loss of appetite,Bloody discharge,None,None,5
Cancers,Weight Loss,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,Bloody discharge,None,6
Cancers,Bad breath,Lameness,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Lethargy,Weight Loss,Lameness,Difficulty Urinating,Weakness,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Loss of appetite,Breathing Difficulty,Weakness,None,6
Cancers,Lumps,Swelling,Nasal Discharge,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Bad breath,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Lethargy,Weight Loss,Lameness,Nasal Discharge,None,None,None,4
Cancers,Lethargy,Nasal Discharge,Breathing Difficulty,Weakness,None,None,None,4
Cancers,Lumps,Swelling,Weight Loss,Difficulty Urinating,Weakness,None,None,5
Cancers,Swelling,Bad breath,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Swelling,Weight Loss,Lameness,Nasal Discharge,Difficulty Urinating,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Bad breath,Nasal Discharge,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Swelling,Lethargy,Breathing Difficulty,Bloody discharge,None,None,None,4
Cancers,Lameness,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,Weakness,None,None,5
Cancers,Lumps,Swelling,Bad breath,Weight Loss,None,None,None,4
Cancers,Lumps,Swelling,Lethargy,Weight Loss,None,None,None,4
Cancers,Lumps,Weight Loss,Lameness,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Lumps,Lethargy,Lameness,Loss of appetite,Breathing Difficulty,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Nasal Discharge,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lumps,Lethargy,Weight Loss,Nasal Discharge,Loss of appetite,Breathing Difficulty,None,6
Cancers,Lumps,Weight Loss,Lameness,Nasal Discharge,None,None,None,4
Cancers,Lumps,Swelling,Bad breath,Lameness,Loss of appetite,Breathing Difficulty,None,6
Cancers,Weight Loss,Loss of appetite,Weakness,Bloody discharge,None,None,None,4
Cancers,Lumps,Bad breath,Lethargy,Nasal Discharge,Breathing Difficulty,Weakness,None,6
Cancers,Weight Loss,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lumps,Lameness,Nasal Discharge,Breathing Difficulty,Weakness,Bloody discharge,None,6
Cancers,Lumps,Swelling,Weight Loss,Lameness,Nasal Discharge,Difficulty Urinating,None,6
Cancers,Lumps,Swelling,Bad breath,Breathing Difficulty,None,None,None,4
Cancers,Lethargy,Nasal Discharge,Loss of appetite,Breathing Difficulty,None,None,None,4
Cancers,Swelling,Bad breath,Weight Loss,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Swelling,Bad breath,Loss of appetite,Breathing Difficulty,Bloody discharge,None,6
Cancers,Swelling,Lethargy,Weight Loss,Nasal Discharge,Breathing Difficulty,None,None,5
Cancers,Lumps,Swelling,Bad breath,Lethargy,Lameness,Breathing Difficulty,None,6
Cancers,Lumps,Lameness,Loss of appetite,Difficulty Urinating,None,None,None,4
Cancers,Lumps,Swelling,Weight Loss,Breathing Difficulty,Weakness,None,None,5
Cancers,Bad breath,Lethargy,Nasal Discharge,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Bad breath,Weight Loss,Nasal Discharge,Difficulty Urinating,Weakness,None,None,5
Cancers,Lameness,Nasal Discharge,Loss of appetite,Breathing Difficulty,Weakness,Bloody discharge,None,6
Cancers,Lumps,Lethargy,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,Bloody discharge,None,6
Cancers,Lumps,Swelling,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Bad breath,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,None,4
Cancers,Lumps,Weight Loss,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lethargy,Weight Loss,Breathing Difficulty,Weakness,None,None,None,4
Cancers,Bad breath,Nasal Discharge,Breathing Difficulty,Bloody discharge,None,None,None,4
Cancers,Lumps,Swelling,Lethargy,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Lumps,Bad breath,Lameness,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Swelling,Lethargy,Nasal Discharge,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,Bloody discharge,None,6
Cancers,Bad breath,Weight Loss,Weakness,Bloody discharge,None,None,None,4
Cancers,Lumps,Bad breath,Breathing Difficulty,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Lumps,Swelling,Bad breath,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Swelling,Bad breath,Weakness,None,None,None,4
Cancers,Swelling,Lethargy,Nasal Discharge,Difficulty Urinating,Weakness,None,None,5
Cancers,Lumps,Swelling,Bad breath,Weight Loss,Difficulty Urinating,Bloody discharge,None,6
Cancers,Bad breath,Weight Loss,Lameness,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Bad breath,Weight Loss,Nasal Discharge,Weakness,None,None,None,4
Cancers,Bad breath,Lethargy,Weight Loss,Loss of appetite,Breathing Difficulty,Weakness,None,6
Cancers,Swelling,Bad breath,Weight Loss,Nasal Discharge,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Bad breath,Lethargy,Lameness,Nasal Discharge,Weakness,None,None,5
Cancers,Swelling,Weight Loss,Lameness,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Swelling,Loss of appetite,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Swelling,Lameness,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Lumps,Bad breath,Lethargy,Lameness,Nasal Discharge,Breathing Difficulty,None,6
Cancers,Lethargy,Weight Loss,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Swelling,Lameness,Breathing Difficulty,Weakness,None,None,None,4
Cancers,Lameness,Nasal Discharge,Loss of appetite,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Swelling,Weight Loss,Lameness,Loss of appetite,None,None,5
Cancers,Swelling,Weight Loss,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Bad breath,Weight Loss,Lameness,Nasal Discharge,Breathing Difficulty,None,6
Cancers,Swelling,Loss of appetite,Weakness,Bloody discharge,None,None,None,4
Cancers,Swelling,Bad breath,Weight Loss,Loss of appetite,Breathing Difficulty,None,None,5
Cancers,Swelling,Bad breath,Lethargy,Weight Loss,Lameness,Nasal Discharge,None,6
Cancers,Swelling,Bad breath,Lethargy,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Swelling,Bad breath,Lethargy,Breathing Difficulty,None,None,5
Cancers,Swelling,Lethargy,Lameness,Nasal Discharge,Difficulty Urinating,None,None,5
Cancers,Lumps,Lethargy,Nasal Discharge,Loss of appetite,Difficulty Urinating,Bloody discharge,None,6
Cancers,Swelling,Lethargy,Loss of appetite,Breathing Difficulty,Weakness,Bloody discharge,None,6
Cancers,Breathing Difficulty,Difficulty Urinating,Weakness,Bloody discharge,None,None,None,4
Cancers,Lumps,Swelling,Weight Loss,Nasal Discharge,Breathing Difficulty,Bloody discharge,None,6
Cancers,Lumps,Swelling,Bad breath,Breathing Difficulty,Weakness,None,None,5
Cancers,Swelling,Weight Loss,Breathing Difficulty,Bloody discharge,None,None,None,4
Cancers,Lumps,Lameness,Nasal Discharge,Breathing Difficulty,Weakness,None,None,5
Cancers,Lameness,Breathing Difficulty,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Lumps,Bad breath,Weight Loss,Nasal Discharge,Loss of appetite,Weakness,None,6
Cancers,Weight Loss,Nasal Discharge,Difficulty Urinating,Bloody discharge,None,None,None,4
Cancers,Lumps,Swelling,Lethargy,Loss of appetite,Difficulty Urinating,None,None,5
Cancers,Lumps,Swelling,Bad breath,Lameness,Loss of appetite,Difficulty Urinating,None,6
Cancers,Lumps,Swelling,Bad breath,Weight Loss,Lameness,Bloody discharge,None,6
Cancers,Swelling,Bad breath,Lethargy,Nasal Discharge,Loss of appetite,None,None,5
Cancers,Lethargy,Lameness,Nasal Discharge,Difficulty Urinating,None,None,None,4
Cancers,Lumps,Swelling,Nasal Discharge,Loss of appetite,Difficulty Urinating,None,None,5
Cancers,Swelling,Bad breath,Loss of appetite,Bloody discharge,None,None,None,4
Cancers,Bad breath,Lethargy,Weight Loss,Weakness,None,None,None,4
Cancers,Swelling,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,None,6
Cancers,Swelling,Bad breath,Weight Loss,Nasal Discharge,None,None,None,4
Cancers,Lumps,Weight Loss,Loss of appetite,Breathing Difficulty,Difficulty Urinating,None,None,5
Cancers,Swelling,Bad breath,Weight Loss,Breathing Difficulty,Bloody discharge,None,None,5
Cancers,Weight Loss,Breathing Difficulty,Difficulty Urinating,Weakness,None,None,None,4
Cancers,Lumps,Swelling,Lameness,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Swelling,Lameness,Loss of appetite,Breathing Difficulty,Difficulty Urinating,Weakness,None,6
Cancers,Bad breath,Lethargy,Loss of appetite,Breathing Difficulty,Weakness,None,None,5
Cancers,Lumps,Weight Loss,Nasal Discharge,Breathing Difficulty,None,None,None,4
Cancers,Lumps,Lethargy,Nasal Discharge,Loss of appetite,Weakness,None,None,5
Cancers,Swelling,Bad breath,Lethargy,Nasal Discharge,Breathing Difficulty,None,None,5
Cancers,Lumps,Swelling,Bad breath,Nasal Discharge,Loss of appetite,None,None,5
Cancers,Lumps,Bad breath,Weight Loss,Lameness,Loss of appetite,Weakness,None,6
Cancers,Lumps,Weight Loss,Nasal Discharge,Difficulty Urinating,Weakness,Bloody discharge,None,6
Cancers,Swelling,Bad breath,Nasal Discharge,Difficulty Urinating,None,None,None,4
Cancers,Lumps,Swelling,Weight Loss,Nasal Discharge,Difficulty Urinating,Weakness,None,6
Cancers,Lumps,Weight Loss,Breathing Difficulty,Weakness,Bloody discharge,None,None,5
Cancers,Swelling,Lethargy,Difficulty Urinating,Weakness,Bloody discharge,None,None,5
Cancers,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,Weakness,None,None,5
Cancers,Lumps,Lethargy,Weight Loss,Nasal Discharge,Loss of appetite,None,None,5
Cancers,Lumps,Swelling,Weight Loss,Lameness,Breathing Difficulty,Difficulty Urinating,None,6
Cancers,Lumps,Lameness,Nasal Discharge,Loss of appetite,Breathing Difficulty,Bloody discharge,None,6
Cancers,Lethargy,Weight Loss,Lameness,Nasal Discharge,Loss of appetite,Difficulty Urinating,None,6
Cancers,Lumps,Lethargy,Weight Loss,Loss of appetite,None,None,None,4
